URLs Downloaded, size, # of outlinks found, content-type
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/25/BostonGlobe.com/Sports/Images/7a14a535152046e7ae487172b7022874-7a14a535152046e7ae487172b7022874-0.r.jpg,27208,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/20/BostonGlobe.com/Arts/Images/AP107926824.r.jpg,11011,0,image/jpeg
http://www.bostonglobe.com/sports/2017/08/27/open-glance/nz7ee3sWG8zgEGPpsWXvfJ/story.html,41946,94,text/html
https://www.bostonglobe.com/sports/colleges/2017/09/25/steve-addazio-encouraged-performance-clemson/2MHLPosD0zFyywPDAvpLSL/amp.html,26743,18,text/html
http://www.bostonglobe.com/magazine/2017/06/14/how-cape-cod-like-local/19qz7pjWOX6tJTs2HvZaYN/story.html,62413,137,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/05/01/BostonGlobe.com/Magazine/Images/illo0507cruise.r.jpg,20141,0,image/jpeg
http://www.bostonglobe.com/metro/obituaries/2017/07/24/peter-doohan-giant-slayer-wimbledon-years-ago/v1JybiOd92j5vLOFKSIoWJ/story.html,46003,95,text/html
http://www.bostonglobe.com/news/world/2017/09/25/passenger-stops-driverless-bus-from-abyss-plunge-austria/AT2ydXSKAJmghRST6mGKbN/story.html,44898,95,text/html
http://www.bostonglobe.com/magazine/2017/05/05/blind-date-was-raised-with-great-manners-props-his-mom-and-dad/G5QsKLvyE8HtoToCSxD9jO/story.html,49240,98,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2015/08/27/BostonGlobe.com/Arts/Images/spotlight-S_09159_rgb.r.jpg,24494,0,image/jpeg
https://www.bostonglobe.com/sports/colleges/2017/09/25/steve-addazio-encouraged-performance-clemson/2MHLPosD0zFyywPDAvpLSL/story.html,48046,94,text/html
http://www.bostonglobe.com/sports/other/2017/07/15/garbine-muguruza-knocks-off-venus-williams-straight-sets-win-wimbledon/jVwGwh07oexdIYs7I3pKRL/story.html,49657,95,text/html
http://www.bostonglobe.com/magazine/2017/06/15/getting-cape-cod-vacation-home-ready-record-time/N1uSJOcVBortzFx6yqUweJ/story.html,54465,106,text/html
http://www.bostonglobe.com/news/world/2017/09/24/airstrikes-libya-hit-islamic-state-training-camp/auDTGe80MHhMPdeN5ICmYK/story.html,48179,94,text/html
http://www.bostonglobe.com/sports/other/2017/09/08/kevin-anderson-leaps-into-his-first-grand-slam-final/6S8wbmirWLt6EmaujjbOiN/story.html,49877,97,text/html
http://www.bostonglobe.com/magazine/2017/05/02/dragged-husband-cruise-could-get-him-enjoy/dKIcuoC7obq6WjaC1D5TbK/story.html,66644,112,text/html
http://www.bostonglobe.com/magazine/2017/05/02/dad-big-cape-cod-vacation-gamble/xuxOIIi4Qsi54f8WTkaErJ/story.html,49392,103,text/html
http://www.bostonglobe.com/magazine/2017/04/19/dear-welcome-boston-let-talk-taxes/NT7dvETpKo6e33vTW7HrZI/story.html,99671,129,text/html
http://www.bostonglobe.com/news/world/2017/09/22/kim-directly-assails-trump-and-north-hints-weapons-test/2AMv2ghwKBI2qqVkHkrDVM/story.html,50746,95,text/html
http://www.bostonglobe.com/magazine/2017/06/13/the-roboweeder-aims-for-gardens-what-roomba-does-for-floors/b0iSNx2d5deP8ysN58NDNO/story.html,49485,97,text/html
http://www.bostonglobe.com/metro/2012/05/03/5jvuOoeg70IVMGROPZNTxJ/video.html,48256,112,text/html
http://www.bostonglobe.com/magazine/2017/06/15/redesigning-tiny-cape-cod-cottage-for-year-round-living/1VavuAFUW7RuLC5vqe1PqL/story.html,55831,110,text/html
http://www.bostonglobe.com/news/world/2017/09/24/palestinian-leader-puts-trump-notice-with-warning-israel/ScoJMdokDz3QlPd9aTHBhJ/story.html,48637,94,text/html
http://www.bostonglobe.com/sports/2017/07/16/roger-federer-drops-marin-cilic-claim-eighth-wimbledon-title/jJggrB3fTLQsYUwLJ13K3J/story.html,50837,95,text/html
http://www.bostonglobe.com/lifestyle/health-wellness?p1=BGHeader_SectionTitle,90032,180,text/html
http://www.bostonglobe.com/magazine/2017/04/20/there-simple-solution-preventing-fiascoes-like-united-says-kayak-com-cofounder/dFi2db9tWgN1FNHuTdRIBP/story.html,52813,99,text/html
http://www.bostonglobe.com/magazine/2017/06/16/invited-summer-wedding-here-what-wear/5rcpds9iMXNbGjUiybL6GN/story.html,49141,103,text/html
https://www.bostonglobe.com/arts/television/2017/09/24/bill-clinton-novel-has-written-all-over/m6vIqIxgmiIAMWUGb43QoN/story.html,44265,95,text/html
http://www.bostonglobe.com/sports/2017/08/30/maria-sharapova-rallies-again-advance/ThtxKJ95r3ZB8LOA9idjgJ/story.html,48056,96,text/html
http://www.bostonglobe.com/lifestyle/health-wellness/2012/04/29/finding-alternatives-potent-sedatives/0S3EaKlyAtTClGC9MewB0N/video.html,45145,92,text/html
https://www.bostonglobe.com/news/politics/2017/07/20/what-did-trump-talk-about-that-interview-other-than-russia/P1RBkCgh9Z2JKWk8i3P4lM/story.html,51650,99,text/html
http://www.bostonglobe.com/news/world/2017/09/21/iran-foreign-minister-wants-new-nuclear-concessions-too/wrNYkADtC8h109qUj6sTBK/story.html,47314,94,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/22/BostonGlobe.com/Arts/Images/AP_9302151254.r.jpg,14548,0,image/jpeg
http://www.bostonglobe.com/sports/2017/09/05/sloane-stephens-reaches-semifinals-open/Co7zn65rFaWHreKEEApafK/story.html,48176,95,text/html
http://www.bostonglobe.com/magazine/2017/06/16/letters-editor-globe-magazine/z4SUB3H07DVKXFEpRaDDHN/story.html,49713,95,text/html
https://www.bostonglobe.com/arts/television/2017/09/24/bill-clinton-novel-has-written-all-over/m6vIqIxgmiIAMWUGb43QoN/amp.html,23715,20,text/html
http://www.bostonglobe.com/sports/2017/07/11/venus-williams-into-her-wimbledon-semifinal/j6LFl6Buwp94L3K1lUIZEP/story.html,49790,95,text/html
http://www.bostonglobe.com/news/world/2017/09/21/mexican-officials-say-child-still-trapped-school-after-earthquake/oDpTM3zwyLEEFl3B5efl2N/story.html,51028,95,text/html
http://www.bostonglobe.com/magazine/2017/04/21/ring-with-aleksandra-magdziak-lopes-lawyer-and-top-ranked-welterweight/rLhKLAh8hhHoJ7dozxqmzM/story.html,43455,95,text/html
http://www.bostonglobe.com/news/politics/2017/07/19/trump-rages-sessions-new-york-times-interview/DBuDu7PvUMUYIDhxWUgUzI/story.html?p1=Article_Related_Box_Article,57595,96,text/html
http://www.bostonglobe.com/metro/2012/04/28/nursing-home-residents-with-dementia-often-given-antipsychotics-despite-health-warnings/zE7T2EUIyKmLBIPYa13qrJ/story.html,70188,104,text/html
http://www.bostonglobe.com/sports/2017/09/09/sloane-stephens-captures-women-crown/gHdGszaO3dQI6a1rLwUOjJ/story.html,50015,96,text/html
http://www.bostonglobe.com/news/world/2017/09/21/trump-announces-new-economic-sanctions-targeting-north-korea-over-nuclear-program/olAMxwRr5V8l82I7bx5T7J/story.html,50842,97,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/06/13/BostonGlobe.com/Magazine/Images/opener0618barn.r.jpg,36887,0,image/jpeg
https://www.bostonglobe.com/magazine/2017/09/19/lovely-looks-for-fall-photographed-back-bay-high-rise-under-construction/GwOu6Mqp7xSDx9OksSDlmO/amp.html,40184,45,text/html
http://www.bostonglobe.com/sports/2017/09/06/juan-martin-del-potro-ousts-roger-federer-open/4XRtNsYmfgDCqEKIQTrPGN/story.html,49648,96,text/html
http://www.bostonglobe.com/news/world/2017/09/21/pope-admits-church-realized-sex-abuse-problem-bit-late/IjjcuQQ9EYxYe4a0HLOCtN/story.html,50009,96,text/html
http://www.bostonglobe.com/magazine/2017/04/21/blind-date-tried-figure-out-who-reminded/rQ4wlJboq4sZDiZKJaN8PJ/story.html,49024,98,text/html
http://www.bostonglobe.com/sports/2017/07/22/halloffame/3Lqz1v7TaLebyhdZEVIE4H/story.html,49315,95,text/html
http://www.bostonglobe.com/news/world/2017/09/23/south-korea-says-natural-north-korea-earthquake-detected/KsTIT3YzpMVX5XEAdyJvnO/story.html,44115,93,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/04/18/BostonGlobe.com/Magazine/Images/cooking0423crop1.r.jpg,25000,0,image/jpeg
https://www.bostonglobe.com/news/world/2017/09/25/insurgents-kill-hindu-villagers-myanmar/iORbySM7TAWi6nw1MjW6YJ/amp.html,25047,17,text/html
http://www.bostonglobe.com/magazine/2017/04/18/have-wish-every-facebook-friend-happy-birthday/NPj4M5RAiV5vyeg3HGknMJ/story.html,45527,101,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/25/BostonGlobe.com/Foreign/Images/4c0fb05a-a222-11e7-ade1-76d061d56efa.r.jpg,29716,0,image/jpeg
http://www.bostonglobe.com/magazine/2017/04/21/after-falling-out-with-family-member-should-you-tell-others/1snsAtK4Q9fUNexpUYvx2J/story.html,44905,96,text/html
http://www.bostonglobe.com/news/world/2017/09/25/backed-forces-say-russia-attacked-them-eastern-syria/cF6NKHhxiOzwdrFdsM2uqI/story.html,47992,95,text/html
http://www.bostonglobe.com/magazine/2017/06/16/saying-goodbye-globe-old-printing-presses/DGTfBKHU23dJGlbRyakk5M/story.html,42701,96,text/html
https://www.bostonglobe.com/news/world/2017/09/25/insurgents-kill-hindu-villagers-myanmar/iORbySM7TAWi6nw1MjW6YJ/story.html,45996,96,text/html
http://www.bostonglobe.com/news/world/2017/09/21/seoul-media-says-north-korea-might-test-hydrogen-bomb-pacific/Y98YUctnJfdPkuasApcATI/story.html,45102,94,text/html
http://www.bostonglobe.com/sports/2017/07/06/wimbledon-second-round/HpW9bfubgg7JTgkORoSk1L/story.html,47341,95,text/html
http://www.bostonglobe.com/magazine/2017/04/21/fascinating-facts-about-humpbacks-and-more-whale-watching-season-begins/rDn90vMcuxf7fJBcVA3SIK/story.html,46492,96,text/html
http://www.bostonglobe.com/news/world/2017/09/21/trump-announces-new-new-order-targeting-north-korea/Ci4C0EVfCNmnaQwrEzARrO/story.html,44412,95,text/html
https://www.bostonglobe.com/news/politics/2017/07/20/what-did-trump-talk-about-that-interview-other-than-russia/P1RBkCgh9Z2JKWk8i3P4lM/amp.html,28132,18,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/18/BostonGlobe.com/Regional/Images/Kock_24weinformer07_we.r.jpg,43750,0,image/jpeg
http://www.bostonglobe.com/metro/2012/04/28/nursing-home-residents-with-dementia-often-given-antipsychotics-despite-health-warnings/zE7T2EUIyKmLBIPYa13qrJ/picture.html,61109,120,text/html
http://www.bostonglobe.com/news/world/2017/09/23/turkey-warns-kurdish-leaders-parliament-extends-military-mandate/yIXcfgatBv4WICxJVjHy1J/story.html,46121,94,text/html
http://www.bostonglobe.com/magazine/2017/06/14/lost-husband-how-know-when-ready-date-again/R76jbUEC1kLhBW57b9MOhJ/story.html,51898,110,text/html
http://www.bostonglobe.com/sports/2017/09/08/taurasi-bird-head-usa-basketball-list-invites/aofQ1tea9iXXy5W8NUWZiK/story.html,50975,95,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/06/12/BostonGlobe.com/Magazine/Images/opener0618mag.r.jpg,22478,0,image/jpeg
http://www.bostonglobe.com/magazine/2017/04/21/surreal-styles-and-people-watching-french-cultural-center/JercGIqMAJ1NJCxfpH6xAK/story.html,52169,105,text/html
http://www.bostonglobe.com/news/world/2017/09/24/eve-independence-vote-baghdad-orders-kurdistan-region-hand-over-borders-ports/ykyowp4q5vC2BBvLyk0gkK/story.html,49571,95,text/html
http://www.bostonglobe.com/news/politics/2016/09/01/retirement/sIRT23m4MHGkEwXaP8YB9H/story.html,72098,104,text/html
http://www.bostonglobe.com/metro/2012/04/29/finding-alternatives-potent-sedatives/0S3EaKlyAtTClGC9MewB0N/story.html,60029,104,text/html
http://www.bostonglobe.com/news/nation/2017/07/20/excerpts-from-times-interview-with-president-trump/fhNCIt01FG02l0lvj2UucO/story.html?p1=Article_Related_Box_Article_More,58883,95,text/html
http://www.bostonglobe.com/magazine/2017/04/21/five-things-week-april/jbZn2ENCrwxju3qVjGpY5J/story.html,46773,103,text/html
http://www.bostonglobe.com/news/politics/2016/09/01/retirementgraphic/efyufLjpMp9gLXUKcEqvAM/story.html,38039,92,text/html
http://www.bostonglobe.com/magazine/2017/06/16/people-watching-parties-for-boston-and-city-year/3qs3Qqxgvo9sV2MkqSWwwN/story.html,52330,109,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/07/20/BostonGlobe.com/Politics/Images/AFP_QS1QB.r.jpg,20331,0,image/jpeg
http://www.bostonglobe.com/sports/2017/07/07/rafael-nadal-good-form-reaches-fourth-round/XffceLOiAFZXFfyx7U4iaL/story.html,48957,95,text/html
http://www.bostonglobe.com/magazine/2017/04/18/still-have-landline-and-not-apologizing-for/tp8IRqz8SnCmmhcirxUAlO/story.html,49551,101,text/html
http://www.bostonglobe.com/news/world/2017/09/21/thousands-protest-arrests-spain-over-catalonia-vote/2keP66rXgI9T3HSm8ObIAN/story.html,43879,93,text/html
http://www.bostonglobe.com/news/nation/2016/09/10/being-white-and-minority-georgia/PpBh8303fUVlfkYUDgQeuN/story.html,72017,111,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/25/tom-brady-takes-hit-and-keeps-ticking/eeqDETA1Wuberb3NBrB9cN/amp.html,25549,19,text/html
http://www.bostonglobe.com/sports/other/2017/09/08/sloan-stephens-and-madison-keys-followed-parallel-paths-open-final/g73oxVUdOGQnxHdRFw4NzN/story.html,49936,97,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/21/BostonGlobe.com/Lifestyle/Images/Handout_23obsesssion01_arts.r.jpg,31280,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/06/19/BostonGlobe.com/Magazine/Images/12292008_29science1a-7081243.r.jpg,27381,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/25/BostonGlobe.com/Lifestyle/Images/Getty_names01_arts.r.jpg,13375,0,image/jpeg
http://www.bostonglobe.com/sports/2017/07/05/britain-johanna-konta-reaches-third-round-wimbledon/j76mv1pjWWLe1MN8R96G4H/story.html,50121,95,text/html
http://www.bostonglobe.com/news/world/2017/09/25/egypt-court-sentences-opposition-leader-months/4vSeULwfhylyO2TM4SFR0K/story.html,46939,95,text/html
http://www.bostonglobe.com/news/politics/2016/10/01/being-muslim-america/DtE7R4Z9nJjJ9LsDkbHCOK/story.html,38243,92,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/04/21/BostonGlobe.com/Magazine/Images/practice0423boxer.r.jpg,30862,0,image/jpeg
http://www.bostonglobe.com/news/world/2017/09/21/russian-militaries-hold-unprecedented-talks-syria/ycF23qKtF5qmyzwObUQABP/story.html,48751,95,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/25/tom-brady-takes-hit-and-keeps-ticking/eeqDETA1Wuberb3NBrB9cN/story.html,46561,96,text/html
http://www.bostonglobe.com/lifestyle/2017/09/19/tennis-star-james-blake-testifies-about-his-mistaken-arrest/2su5k8gaNvtBk4Tzlgh6bN/story.html,49749,96,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/06/12/BostonGlobe.com/Magazine/Images/beach0618cape.r.jpg,30019,0,image/jpeg
https://www.bostonglobe.com/lifestyle/2017/09/21/high-concept-design/AZ04Bn9qZwhZBlO6r8qJrL/amp.html,22261,18,text/html
http://www.bostonglobe.com/metro/obituaries/2017/07/30/mervyn-rose-time-grand-slam-champion-tennis-dies/lsCNis0zkFtdZbRxIDXG8K/story.html,48032,95,text/html
https://www.bostonglobe.com/sports/bruins/2017/09/23/red-wings-dump-bruins-arena-opening/iSWxmjRaw5OeHlPryBN1cJ/amp.html,26140,20,text/html
http://www.bostonglobe.com/news/world/2017/09/24/airstrikes-hit-aleppo-despite-truce/cLZfYhB5tYjTuJtxwmgnhJ/story.html,45976,94,text/html
http://www.bostonglobe.com/magazine/2017/04/21/recipes-retro-cocktail-party-menu-with-snacks-and-classic-drinks/V0DYAYMIfvaPj3QBdqCoFK/story.html,56554,97,text/html
http://www.bostonglobe.com/news/world/2017/09/23/pentagon-tests-technology-fight-isis-drones/CMzXftLl6WBvRzqlT0I7LJ/story.html,50781,97,text/html
http://www.bostonglobe.com/magazine/2017/06/16/fun-things-around-boston-this-summer/5NNPscedC2vffItkWYaHyN/story.html,64528,131,text/html
http://www.bostonglobe.com/news/politics/2016/10/01/florida-fear-and-resentment-directed-muslims/Djx0RaMF6NsJOKThLPJIOK/story.html,67655,105,text/html
https://www.bostonglobe.com/sports/2017/09/24/nba-scoreboard/TlarMF8m4bEkTvXcg164ZL/story.html,48432,94,text/html
http://www.bostonglobe.com/sports/other/2017/07/22/long-recovery-for-bethanie-mattek-sands/rjVFzXMnBCQVKY9AvibzgO/story.html,50769,95,text/html
https://www.bostonglobe.com/lifestyle/2017/09/21/high-concept-design/AZ04Bn9qZwhZBlO6r8qJrL/story.html,42815,94,text/html
https://www.bostonglobe.com/news/world/2017/09/25/japan-leader-call-early-election-for-parliament/o9JEQDrgvCc3bEJdDavaLN/amp.html,25983,17,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/06/12/BostonGlobe.com/Magazine/Images/sunset0618ack.r.jpg,11889,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/04/17/BostonGlobe.com/Magazine/Images/connections0423mag.r.jpg,16668,0,image/jpeg
http://www.bostonglobe.com/news/nation/2016/10/15/toxic-election-damaging-seed-corn-democracy-young-voters/JzKuUHURTkpKjPTSbeLHFK/story.html,67303,105,text/html
http://www.bostonglobe.com/news/world/2017/09/22/kurd-leader-says-referendum-will-forward/MHMCvGArxtW4UbDs6QGeJL/story.html,47464,95,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/25/BostonGlobe.com/Foreign/Images/AFP_SR0MZ.r.jpg,18876,0,image/jpeg
http://www.bostonglobe.com/magazine/2017/06/13/going-miss-son-and-his-friends-when-heads-college/HwPPxNuOGuujNR9Fcyg69N/story.html,48957,97,text/html
https://www.bostonglobe.com/news/nation/2017/09/25/puerto-ricans-note-trump-tweets-fail-mention-their-plight/KsMANboSpf4mZ3vC5kng0M/amp.html,23856,17,text/html
http://www.bostonglobe.com/magazine/2017/06/16/advice-how-can-quiet-person-best-respond-bossy-boots/zmjfyElXumweHZACki9gHN/story.html,44937,96,text/html
https://www.bostonglobe.com/news/world/2017/09/25/japan-leader-call-early-election-for-parliament/o9JEQDrgvCc3bEJdDavaLN/story.html,47441,94,text/html
https://www.bostonglobe.com/arts/movies/2017/09/21/conversation-with-stephen-frears/8PexilnrIlvWabsqJluX6H/story.html,49911,95,text/html
http://www.bostonglobe.com/news/world/2017/09/25/backed-forces-say-russia-attacked-them-eastern-syria/GmCSiObHq3ekQb08BUBV2H/story.html,47673,95,text/html
http://www.bostonglobe.com/magazine/2017/04/21/letters-editor-globe-magazine/Nyapn6M9eiugQcCEN7A6AK/story.html,46061,95,text/html
http://www.bostonglobe.com/news/world/2017/09/22/rouhani-lashes-back-trump-iran-unveils-new-missile/qEtFM7cpEazU2qZy2WpvxN/story.html,50762,95,text/html
http://www.bostonglobe.com/sports/2017/07/28/video-shows-officer-told-venus-williams-she-caused-fatal-crash/DNYOFJ1HiqOemLTnnpVLZL/story.html,48215,96,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/20/BostonGlobe.com/Arts/Images/4105_D003_01307_R1505255848.r.jpg,26654,0,image/jpeg
https://www.bostonglobe.com/arts/2016/05/19/sign-for-the-weekender/1gafQd3qc96MbgGBswcUtO/story.html,40814,93,text/html
http://www.bostonglobe.com/magazine/2017/06/16/what-best-place-spend-summer-day-pool-beach/13TLI9KLscH0fOQAublKIN/story.html,48953,98,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/25/BostonGlobe.com/National/Images/AFP_SQ5ZM.r.jpg,31515,0,image/jpeg
http://www.bostonglobe.com/magazine/2017/06/16/blind-date-the-waitress-was-not-wrong-telling-you-lucky-man/JvS3OwYbtKLgq9zoMnnjUJ/story.html,48925,97,text/html
https://www.bostonglobe.com/arts/2016/05/19/sign-for-the-weekender/1gafQd3qc96MbgGBswcUtO/amp.html,20949,18,text/html
http://www.bostonglobe.com/arts/movies/2017/09/21/conversation-with-stephen-frears/8PexilnrIlvWabsqJluX6H/story.html?fa=lowres,49911,95,text/html
http://www.bostonglobe.com/news/world/2017/09/24/north-korea-keeps-military-threats-against/oDSZ1ptZ4VpBtx0GUCrKIJ/story.html,45829,94,text/html
http://www.bostonglobe.com/sports/2017/09/06/open-semifinals/EHKl8CTIuYJ1URVNZgU3ZJ/story.html,47278,95,text/html
https://www.bostonglobe.com/sports/2017/08/27/open-glance/nz7ee3sWG8zgEGPpsWXvfJ/story.html,41946,93,text/html
http://www.bostonglobe.com/magazine/2017/04/21/for-sale-homes-with-mudrooms/FSUby0spykMO3cxFfz0cHK/story.html,46719,99,text/html
https://www.bostonglobe.com/arts/movies/2017/09/21/conversation-with-stephen-frears/8PexilnrIlvWabsqJluX6H/amp.html,28654,19,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2016/05/19/BostonGlobe.com/Arts/Images/weekender_1400.r.jpg,14444,0,image/jpeg
http://www.bostonglobe.com/news/world/2017/09/21/pen-aide-leaves-far-right-party/CGA9qTjYOfQvAu84qHT6dN/story.html,46440,94,text/html
https://www.bostonglobe.com/news/nation/2017/09/25/puerto-ricans-note-trump-tweets-fail-mention-their-plight/KsMANboSpf4mZ3vC5kng0M/story.html,45610,98,text/html
http://www.bostonglobe.com/news/world/2017/09/25/puerto-ricans-hunt-for-precious-and-cell-signals/umetMJbhJ46QgMmO9D10tM/story.html,46559,97,text/html
https://www.bostonglobe.com/sports/celtics/2017/09/25/jaylen-brown-engages-celtics-discussion-about-protests/gJF01u4AVA9qA0krR2eF5M/story.html,7650,25,text/html
https://www.bostonglobe.com/metro/regionals/north/2017/09/22/volunteers-wanted-for-haverhill-cemetery-cleanup/wb5klQdhb0XYWMwNk6ZiTM/story.html,42960,95,text/html
http://www.bostonglobe.com/sports/2017/08/26/andy-murray-withdraws-from-open/zT1x28xJtXfowmOOEHbrfI/story.html,47970,95,text/html
http://www.bostonglobe.com/magazine/2017/04/19/her-longtime-flame-claims-innocence-about-tinder/dhmJDSYkMLiOlar5CEYM5O/story.html,51553,109,text/html
http://www.bostonglobe.com/magazine/2017/06/13/what-see-and-martha-vineyard-straight-from-local/byHp7l314wQIp126apaKYN/story.html,57924,126,text/html
https://www.bostonglobe.com/metro/regionals/north/2017/09/22/volunteers-wanted-for-haverhill-cemetery-cleanup/wb5klQdhb0XYWMwNk6ZiTM/amp.html,23155,19,text/html
https://www.bostonglobe.com/sports/celtics/2017/09/25/jaylen-brown-engages-celtics-discussion-about-protests/gJF01u4AVA9qA0krR2eF5M/amp.html,28092,20,text/html
http://www.bostonglobe.com/news/world/2017/09/21/police-arrest-teenager-subway-attack-probe/WOvP5OUQTKaQYGQIiCAZXM/story.html,43519,94,text/html
https://www.bostonglobe.com/sports/redsox/2017/09/14/putting-david-price-bullpen-letting-him-off-hook/W8pQeWDVSZSXBwJo8Co7eL/amp.html,35755,26,text/html
http://www.bostonglobe.com/sports/2017/09/03/log/KUlGfuuUACq9SbOCsgg89L/story.html,52527,97,text/html
http://www.bostonglobe.com/metro/regionals/north?p1=BGHeader_SectionLink,69107,171,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/04/17/BostonGlobe.com/Magazine/Images/GE0423_webcrop.r.jpg,12864,0,image/jpeg
https://www.bostonglobe.com/sports/redsox/2017/09/20/defense-has-been-championship-caliber-for-red-sox-outfield/ewCB98MXT0DzXtnMGOXtAL/story.html,7802,25,text/html
http://www.bostonglobe.com/magazine/2017/06/15/new-owners-come-rescue-unfinished-aquinnah-home/fAPeNrgleeP1tfPSlVKHsI/story.html,58213,109,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/08/21/BostonGlobe.com/Magazine/Images/main0827cook_crop.r.jpg,28862,0,image/jpeg
https://www.bostonglobe.com/sports/redsox/2017/09/16/time-for-baseball-overhaul-the-code/GUXj8ZzLgWlHVVSEcvLLZI/story.html,8018,25,text/html
https://www.bostonglobe.com/sports/2017/09/24/baseball-standings/OGE2Z5AZUDOMv475tMX6RP/story.html,43426,94,text/html
https://www.bostonglobe.com/sports/redsox/2017/09/14/putting-david-price-bullpen-letting-him-off-hook/W8pQeWDVSZSXBwJo8Co7eL/story.html,8544,25,text/html
http://www.bostonglobe.com/news/world/2017/09/23/new-earthquake-magnitude-shakes-jittery-mexico/kHSa4eugp7teowtAEHyJbJ/story.html,51329,95,text/html
https://www.bostonglobe.com/sports/redsox/2017/09/16/time-for-baseball-overhaul-the-code/GUXj8ZzLgWlHVVSEcvLLZI/amp.html,30629,23,text/html
https://www.bostonglobe.com/magazine/2017/08/25/recipes-out-cereal-box-breakfast/7LkZH5x18OlFDVO6C01dOO/amp.html,33694,18,text/html
https://www.bostonglobe.com/sports/patriots/2017/09/24/brandin-cooks-came-clutch-winning-catch/imXc6BEAYFM4QTgYHv0yzJ/story.html,7688,25,text/html
http://www.bostonglobe.com/magazine/2017/06/16/can-these-scientists-bring-back-mammoth/NVAt4Hap0BsfrNqwpziM5N/story.html,60532,103,text/html
https://www.bostonglobe.com/news/nation/2017/09/25/this-how-bad-puerto-rico-electricity-outage-looks-from-space/0fv8AOqeBfNb1tLd3yZhUL/story.html?p1=Article_Related_Box_Article_More,46219,101,text/html
https://www.bostonglobe.com/sports/bruins/2017/09/23/why-restructuring-nhl-contracts-could-make-for-improved-product/empjvOQJgfX04BCtMaAhuJ/amp.html,46798,21,text/html
http://www.bostonglobe.com/news/world/2017/09/24/merkel-seen-winning-term-chancellor-german-elections/ykobQTK9MuDIoHBqUW4kTK/story.html,55466,97,text/html
https://www.bostonglobe.com/sports/2017/09/24/nfl-standings/pUOlB5kbmlN4jxY9hRUi9K/story.html,44592,94,text/html
http://www.bostonglobe.com/news/world/2017/09/21/kenya-electoral-officials-set-oct-date-for-new-polls/8pjlCH7CT1MgjYTXUqgGIP/story.html,46865,95,text/html
https://www.bostonglobe.com/sports/bruins/2017/09/23/why-restructuring-nhl-contracts-could-make-for-improved-product/empjvOQJgfX04BCtMaAhuJ/story.html,8064,25,text/html
https://www.bostonglobe.com/news/nation/2017/09/25/puerto-ricans-note-trump-tweets-fail-mention-their-plight/KsMANboSpf4mZ3vC5kng0M/story.html?p1=Article_Related_Box_Article,45254,101,text/html
https://www.bostonglobe.com/sports/2017/09/24/globe-staff-college-football-picks/2yZ0qbVmdu7Rpav9n4moEK/story.html,48449,96,text/html
https://www.bostonglobe.com/sports/2017/09/24/kyle-busch-conquers-new-hampshire-motor-speedway/qORoWB8d9Q4WQSVVqlpJQK/story.html,48380,96,text/html
http://www.bostonglobe.com/magazine/2017/06/16/where-eat-greater-boston/PwfsjbNTNsPn46WV1U0yzN/story.html,59796,96,text/html
https://www.bostonglobe.com/sports/2017/09/24/globe-staff-nfl-picks/dKazC5IGsAK5NAGKOaat1H/story.html,48522,94,text/html
https://www.bostonglobe.com/metro/regionals/south/2017/09/22/theater-group-makes-meal-famed-cooking-show/0VDXJDBlHe9y0BMZukPF9H/story.html,55058,107,text/html
http://www.bostonglobe.com/news/world/2017/09/21/kim-jong-trump-deranged-will-pay-dearly-for-threat/Wun31PE0ZxPkBLKIdmOmXP/story.html,43880,94,text/html
